Stimulation_Day5_Donor1_IL-15	Stimulation_Day5_Donor1_Mabkine	Stimulation_Day5_Donor2_IL-15	Stimulation_Day5_Donor2_Mabkine	Stimulation_Day5_Donor3_IL-15	Stimulation_Day5_Donor3_Mabkine
LINC00842	0.478156	0.154724	0.489132	0.624648	0.467979	0.43039
LINC00847	4.530767	2.1922	5.30456	2.72979	5.98569	5.436138
LINC00851	0.169614	0	0.172527	0.229774	0.660917	0
LINC00852	1.68709	1.41928	4.82247	2.06084	2.8023	2.79842
LINC00853	0	0.160144	0.193471	0.128889	0	0.371843
LINC00854	2.65976	0.813611	6.65442	3.19731	5.78076	4.2487
LINC00856	0.0752614	0.0633187	0.153973	0.178938	0.184143	0.146778
LINC00857	0.654833	0.254818	0.829161	0.442411	0.838405	0.982076
LINC00858	0	0.0690936	0.0421434	0.0283198	0.0412936	0
LINGO1	0.0360592	0	0.147552	0.0244958	0.0705851	0.0703229
LINGO2	0.0667791	0.0280914	4.186652	0.226835	1.922759	0.843797
LINGO3	0.30313	0.0850079	0.309907	0.13724	0.0494224	0
LINGO4	0.326461	0.0686639	0.0417372	0.0554375	0.279533	0.397941
LINS	3.64797	2.81927	4.03448	3.48623	5.93552	7.52855
LIPA	8.86042	8.656531	14.81718	7.51565	22.43389	20.69528
LIPC	1.85099	0.576741	10.0148	3.6766	10.1872	10.1653
LIPE	1.70406	1.10994	1.57511	1.32589	1.39925	1.28629
LIPF	0.0831054	0	0.254535	0.225598	0.0812037	0.324345
LIPG	0.726727	0.241882	0.62916	0.522021	0.931747	1.03146
LIPH	0	0.0725311	0.0440836	0.0585571	0.801403	0.588514
LIPI	0	0.169458	0	0.0455817	0.131287	0.130996
LIPJ	0	0	0.228668	0.101317	0.21884	0.145623
LIPK	0	0	0.0963795	0.0640825	0.184502	0
LIPM	0.0746328	0	0.228668	0	0.0729468	0.145623
LIPN	0.284144	0	0.0966495	0.128525	0	0.369711
LIPT1	4.4673521	3.051211	5.080202	2.873811	7.310488	7.579628
LIPT2	0.852408	0.921931	0.7447	1.2386	0.594121	2.13974
LITAF	16.75326	5.299959	57.49104	7.65774	87.58777	40.48637
LIX1	0.574547	0.250265	0.567141	0.616868	0.948179	0.812031
LIX1L	2.14672	1.53841	1.78607	1.67283	4.81731	6.05068
LLGL1	2.5615	2.55679	3.23159	3.10386	2.87955	3.6851
LLGL2	10.760835	5.48082	12.09347	4.155709	14.7043	9.52068
LLPH	21.2117	19.8891	20.5867	19.5996	25.9895	27.019
LMAN1	10.0087	9.26999	10.465	8.49424	11.3784	19.1384
LMAN1L	0.251677	0.158799	0.321458	0.170873	0.246093	0.368246
LMAN2	269.775	247.787	260.533	243.48	267.074	252.368
LMAN2L	3.97764	2.936121	7.711226	4.419411	5.909969	8.47437
LMBR1	0.466955	0.392866	0.999438	0.634624	0.789824	0.951867
LMBR1L	5.97852	5.41372	7.65347	4.89742	13.7975	12.996
LMBRD1	7.74747	6.04963	10.2465	5.92355	10.5757	10.4059
LMBRD2	2.69907	2.43495	3.89277	2.9383	3.05583	3.93178
LMCD1	0.377986	0.423992	0.514973	0.470486	0.492798	2.21224
LMCD1-AS1	0.798911	0.623137	1.26365	1.06852	1.38561	1.90068
LMF1	3.2018644	2.6191448	4.138955	2.9737492	6.388596	4.3454350803
LMF2	59.9117	50.9554	75.1722	75.7754	61.7916	70.2364
LMLN	0.541834397083	0.6731920537129	0.974223000410414	0.670331907166628	0.8639190372693	1.67250390269715
LMNA	34.882810002953	28.495171	20.647867	29.352462	11.733037	27.854446
LMNB1	25.2203	26.102438	27.72898	26.5933	25.94655	33.169
LMNB2	20.0767	18.3789	19.9775	18.19	20.9086	22.6501
LMO1	0	0.167482	0.123084	0.163769	0.229671	0.152857
LMO2	0	0	0.0477658	0.140474	0.0674318	0.134577
LMO3	0.0922981	0.0246459	0.2115272	0.119418	0.2193761	0.216681
LMO4	2.94898	3.46386	3.17578	3.38341	2.47543	4.51773
LMO7	0.752696	0.4085495	0.9669318	0.617416	1.324168	1.251331
LMOD1	0.0263315	0.044307	0.080844	0.0357825	0.0773416	0.205381
LMOD2	0.100092	0	0.102332	0.0339875	0.293748	0.0976183
LMOD3	0.628319	0.411719	1.12526	0.66662	1.41364	1.71809
LMTK2	1.23118	0.949574	2.14586	1.19413	2.45201	1.98649
LMTK3	0.0208657	0.105331	0.149515	0.0425373	0	0.122053
LMX1A	0.0939578	0	0.0320457	0.063834	0.0613171	0
LMX1B	0.636787887	0.404910229	0.784899335	0.64583819355719	0.89085774	1.32471719
LNP1	0.435737	0.122196	0.346514	0.394572	0.994671	0.696691
LNPEP	8.91603	5.34258	12.7492	5.60847	17.85729	18.0207
LNX1	0.335551	0.219571	0.457662	0.253269	0.328403	0.508982
LNX1-AS1	0	0	0.242325	0.161637	0	0
LNX1-AS2	2.09592	0.974447	2.08597	1.49814	2.31971	3.01258
LNX2	1.46359	0.992549	1.81959	1.13334	1.69312	1.84877
LOC100009676	2.57543	1.93154	3.25955	3.26244	3.39045	6.40961
LOC100093631	0.0377019	0.04972863	0.01884961	0.0635464	0.1128784	0.0826238
LOC100093698	0.143052	0	0.0487558	0.0647697	0.0933021	0
LOC100126784	0.105123	0.0543314	0.138619	0.057063	0.250151	0.16683
LOC100127888	0.329244	0.0694311	0.449058	0.55631	0.164383	0
LOC100127983	0.742543	0.633573	1.74026	1.6095	1.82911	2.21084
LOC100128054	0	0	0.0807415	0.053667	0.077274	0
LOC100128076	0.10738	0.0903386	0.164649	0.182296	0	0.418924
LOC100128164	0.17312	0.106873	0.273873	0.2244942	0.32868	0.282715
LOC100128176	0.414327	0.0871432	0.635349	0.070342	0.455955	0.606142
LOC100128239	0.0465845	0.0391919	0.0952679	0.0316389	0.0455772	0.0908621
LOC100128252	1.4803635	0.917648	1.670808	2.24262	2.168574	4.89242
LOC100128264	0.657426	0.498765	1.11852	0.455361	0.953737	1.39767
LOC100128288	1.57338	1.02134	2.55694	1.02487	2.91406	3.69977
LOC100128338	3.4284	2.2215	4.3653	3.39297	5.91062	6.2092
LOC100128361	1.70018	0.43297	2.19297	1.39822	1.76251	1.25467
LOC100128398	1.06276	1.09311	2.58646	1.41694	2.80598	1.58775
LOC100128420	29.44823	37.26803	12.87585	29.18941	9.27464	18.12607
LOC100128505	0.12429	0	0.190508	0.12658	0.182304	0.363712
LOC100128531	6.5384	3.60177	9.43087	7.33927	11.369	15.2541
LOC100128554	0	0.102048	0.0827073	0.0549276	0.0791326	0
LOC100128568	0.595881	0.501207	1.21061	0.537759	1.93295	1.16388
LOC100128573	1.27495	0.707901	1.52832	1.71055	2.35409	5.44809
LOC100128593	1.7207	0.939895	3.02769	1.58706	2.86171	3.50113
LOC100128675	3.514136	2.932848	5.76582	3.93337	6.80691	6.94757
LOC100128682	2.02281	1.66443	3.14283	2.88537	4.36673	4.20255
LOC100128714	0.0550083	0.23138	0.224948	0.149416	0.430401	0.214642
LOC100128750	0	0.109145	0	0.263903	0.126572	0
LOC100128770	0.763866	0.586111	0.97584	0.619019	0.747865	0.84746
LOC100128787	0.145859	0.122695	0.594059	0.29657	1.13766	0.284837
LOC100128822	0.782153	0.5264	0.479216	0.212345	0.61151	0.15262
LOC100128881	0.24904	0.209514	0.0675591	0.309205	0.0608801	0.364385
LOC100128946	0.0780184	0.0218798	0.0532308	0.0706812	0.0509246	0.202843
LOC100128993	0	0.0965052	0	0	0	0.447918
LOC100129027	0.0292347	0.0245959	0.179493	0.0993132	0.20034	0.114017
LOC100129034	3.88412	3.60898	3.47567	3.72457	4.33144	5.54722
LOC100129046	0.0705665	0	0.0720822	0.0958051	0	0
LOC100129055	0.0381998	0	0.117223	0.0518977	0.112155	0
LOC100129083	0.546694	0.464534	1.85857	0.132557	0.98487	0.432375
LOC100129138	0.622164	0.562908	1.74805	0.787408	2.06595	1.69801
LOC100129148	0.717057	0.858889	3.07423	0.490328	1.9557	4.81638
LOC100129175	0	0	0	0.0736616	0.106101	0.9522
LOC100129213	3.08643	2.09093	6.51629	3.90051	6.88567	7.47224
LOC100129216	2.13526	1.82118	4.25172	0.731305	2.06611	2.10832
LOC100129250	12.627022	13.400944	23.6344	15.591326	21.844109	17.164996
LOC100129269	7.39837	3.88203	9.64884	7.97067	14.3577	17.1985
LOC100129316	0.0592096	0.0498154	0.202043	0.0268242	0.0773123	0.192411
LOC100129345	0.131233	0.110404	0.201418	0	0.128309	0.256637
LOC100129361	7.1281	5.73423	7.04777	6.70853	6.42801	9.89748
LOC100129427	0	0	0.062733	0.125044	0	0.239525
LOC100129480	2.63807	1.45998	4.20785	1.88811	5.41272	5.46872
LOC100129518	1.02726	0.450099	1.65503	0.644844	0.646177	0.976374
LOC100129520	0	0.119221	0	0.0240666	0	0.0690893
LOC100129534	0.238532	0.28095	0.585346	0.453602	0.793442	0.0930518
LOC100129550	0.834399	0.954032	1.50199	1.13723	2.41514	2.11029
LOC100129617	0.282093	0.142394	0.230661	0.22986	0.441436	0.550287
LOC100129620	0.125568	0.0352138	0.0428074	0.113721	0.0819152	0
LOC100129636	0.43376	0.0912229	0.331771	0.294214	0.105864	0.211681
LOC100129722	0.0643213	0.0541125	0.0858136	0.218345	0.691802	0.125486
LOC100129726	0.333497	0.112226	0.340717	0.0905624	0.586899	0.13013
LOC100129794	0	0	0	0	0	0
LOC100129858	0.321286	0.360397	0.164213	0.436353	0.261885	0.731172
LOC100129917	5.38007	4.45936	10.91412	4.231709	11.45741	6.38958
LOC100129924	0.236975	0.199348	0.603927	0.160703	0.346897	0
LOC100129931	0.487809	0.282593	0.993425	0.207308	0.656773	0.370209
LOC100129935	0.42636	0.245678	0.566576	0.646053	0.760779	1.06672
LOC100129961	0.634068	0.333387	0.566516	0.215172	0.774554	1.08261
LOC100130000	3.47746	3.23044	6.60245	4.70836	7.38762	7.05308
LOC100130015	0.1977792	0.0528166	0.594762	0.1885921	0.104814	0.323546
LOC100130075	0.326723	0.18379	0.111065	0.0738699	0.106319	1.06298
LOC100130093	2.55656	1.76157	4.16992	2.9622	4.249801	4.46356
LOC100130155	0.126976	0	0	0	0	0
LOC100130231	5.666901	0.975569	20.48951	1.424164	41.56005	18.71874
LOC100130238	0.026964	0.113428	0.165568	0.164887	0.0791977	0.105158
LOC100130264	0.487269	0.102483	0.186728	0.206775	0.357369	0.35647
LOC100130275	0	0.072415	0.0878702	0.175242	0.168202	0
LOC100130298	0.263828	0	1.33641	0.356794	0.512265	1.031
LOC100130301	0.466937	0	0.236805	0	0.453806	0.456176
LOC100130331	0.168701	0.170329	0.172598	0.114607	0.132105	0.197403
LOC100130348	0	0	0.32815	0.219316	0.314512	0
LOC100130357	0.349069	0.0799152	0.493943	0.782246	0.421668	0.75695
LOC100130370	0.952141	0.800911	0.322982	0.752667	1.70112	1.85946
LOC100130417	0	0.464628	0.559106	0.18662	0	0
LOC100130451	10.7842	7.65554	15.8635	12.199	20.1953	22.6044
LOC100130452	0.268686	0.226133	0	0.181701	0	0
LOC100130476	1.15701	0.880681	3.26634	1.87063	5.22714	3.65413
LOC100130480	0	0	0	0.289264	0	0.417531
LOC100130539	0.103126	0	0	0	0.302087	0
LOC100130557	1.68585	1.23224	2.58473	1.67553	2.53624	3.86462
LOC100130581	4.93535	3.220467	7.06946	5.42115	9.49024	10.21428
LOC100130673	0.137765	0	0	0.187044	0.13468	0.403179
LOC100130691	0.659501	0.743945	1.47123	0.976032	1.23544	1.91285
LOC100130700	0	0	0.218324	0.145552	0	0
LOC100130705	0.082522	0.0694282	0.19705	0.130828	0.161584	0
LOC100130744	2.49632	1.65261	4.46365	2.97722	5.31943	6.82309
LOC100130776	0.303905	0.064975	0.162679	0	0.0762718	0.153769
LOC100130849	2.3293	0.979783	1.89011	2.5474	1.81107	3.18585
LOC100130855	0.634727	0.266993	0.52211	0.12928	1.24126	2.00114
LOC100130872	0.667788	0.323471	1.19506	0.606093	1.6577	1.28598
LOC100130880	0.226151	0	0.229455	0.612039	1.09924	0
LOC100130894	1.52367	0.898708	2.68908	1.52605	3.19622	2.91518
LOC100130899	1.28324	0.678683	1.62988	1.46873	1.78547	1.81407
LOC100130950	0.785867	0.425585	1.32201	0.429319	1.45919	0.370092
LOC100130954	1.05714	0.900066	1.79148	1.11389	1.90209	2.00017
LOC100130964	0	0	0	0.175211	0	0
LOC100130987	0.280774	0	0.857855	0.570952	0.273796	1.64495
LOC100130992	0.111424	0.133923	0.0651908	0.0757251	0.0623617	0.310347
LOC100131047	2.17788	2.21575	2.79614	1.82299	3.91414	4.44572
LOC100131060	0.233957	0	0.119255	0.138086	0.756023	0.685123
LOC100131067	2.480683	2.798432	5.25927	3.675367	5.13742770513	7.20038
LOC100131089	1.907973	1.633766	3.902491	2.623046	3.317681	4.188233
LOC100131094	0.700171	0.410657	0.789827	0.596367	0.651163	0.747428
LOC100131096	10.4409	8.03461	11.7581	7.74374	14.5437	13.9404
LOC100131138	0.877911	0	0	0.296417	0.847079	0
LOC100131234	11.5161	7.78377	10.8248	4.76283	18.4651	7.08301
LOC100131257	14.1796	8.62757	27.5149	19.4744	30.9863	43.9071
LOC100131289	1.15851	1.5836	3.0966	2.35561	4.94177	4.24188
LOC100131320	0.17346	0.128266	0.665221	0.176726	0.466754	1.35326
LOC100131347	2.68866	1.99504	4.05103	2.51224	3.76085	4.83101
LOC100131434	0.32162	0.28401	0.886189	0.438836	1.05404	0.778917
LOC100131496	0.292743	0.282809	0.815501	0.502502	0.868802	0.305865
LOC100131551	0.575394	0.504742	1.47266	0.62805	1.36052	1.39624
LOC100131564	9.56657	4.88436	13.4247	9.40583	17.225	20.6722
LOC100131626	5.92143	6.44574	10.1765	8.81051	17.6054	26.9874
LOC100131635	0	0	0	0	0	0
LOC100131655	1.85215	0.84371	1.35769	1.39629	2.27486	2.98056
LOC100131691	1.9374	1.42437	2.62571	1.59057	2.53212	3.05505
LOC100131726	0.0983094	0.082702	0	0.200089	0	0.19188
LOC100131825	0	0	0.0443583	0	0.0549988	0.186818
LOC100132062	0.585646	0.53329	1.00857	0.10238706457	3.15828e-05	7.60713e-06
LOC100132077	1.97997	0.749752	2.65909	0.998906	2.00916	1.70582
LOC100132078	0.613273	0.388848	0.751262	0.530054	0.932543	0.62213
LOC100132111	0.1602	0.134755	0.326034	0.434174	0.312221	0.625728
LOC100132146	0.238318	0.0770066	0.366483	0.121361	0.174794	0.464914
LOC100132215	0.632977	0.713457	1.323854	0.612155	1.54554	2.08963
LOC100132247	75.1471	66.5133	87.5015	74.9884	110.037	114.342
LOC100132273	1.58864	1.94813	4.25815	2.15544	3.81626	3.74579
LOC100132287	0.585646	0.53329	1.00857	0.10238706457	3.15828e-05	7.60713e-06
LOC100132352	9.52254	7.43372	18.9235	16.4176	28.7925	21.3107
LOC100132354	0.140858	0.0395015	0.144029	0	0.13781	0
LOC100132356	2.93142	2.26067	2.93817	1.87079	5.37776	3.93314
LOC100132707	3.46374	2.36731	3.631698	3.290207	5.84708	5.541519
LOC100132735	0	0.0730372	0.0886225	0.0589152	0	0.169428
LOC100132741	0.324623	0.0455138	0.99319	0.220189	1.37206	0.211227
LOC100132781	0.100641	0.0846692	0.154337	0.10252	0.0984516	0.196307
LOC100132831	0.163857	0.0459507	0.11166	0.0747739	0.0534227	0
LOC100132832	2.12759	1.85119	2.52839	2.06874	4.10609	2.73329
LOC100132891	0.0750303	0.0380015	0.137652	0.1548204	0.150332	0.387371
LOC100133050	3.17045	2.30583	4.35851	1.77291	3.23175	5.59239
LOC100133091	0.627626	0.569242	0.92249	0.430433	1.12908	1.5374
LOC100133123	0	0	0.227939	0	0.218394	0
LOC100133161	1.28766	0.580896	0.717149	0.638211	0.659079	0.708322
LOC100133267	0	0	0	0.29162	0	0.84136
LOC100133286	3.87309	2.93305	1.7973	1.72111	1.35653	2.78588
LOC100133315	2.65248	1.81911	4.074	3.24192	2.57617	3.64736
LOC100133331	2.277520174203	1.573016678	2.7752600613	4.05396	5.26944	4.99729
LOC100133445	4.08593	5.23325	6.92705	3.95481	7.40607	6.0492
LOC100133461	0	0	0.228253	0.151822	0.109252	0
LOC100133612	0.578109	0.352874	1.68838	1.07938	1.69455	2.17922
LOC100133669	0.176735	0.14866	0.359433	0.239384	0.344247	0
LOC100133920	0.221364	0.304547	0.109443	0.453757	0.274492	0
LOC100133957	0.560799	0.670932	0.814497	0.707012	0.461107	1.09862
LOC100133985	0	0.160144	0.386942	0.128889	0.370669	0.743686
LOC100134229	5.35976	2.68264	8.19353	5.0661	8.13736	10.7334
LOC100134259	0.280723	0	0	0.0634901	0.182799	0.182627
LOC100134317	0	0	0	0.153847	0	0
LOC100134368	1.12218	1.61765	2.68113	1.75987	2.96388	4.78218
LOC100134868	4.33841	2.58584	5.65289	3.49196	6.57241	8.16344
LOC100144595	1.79457	1.43087	3.11199	2.36545	3.38087	3.58765
LOC100144597	0	0.0770075	0	0.124224	0.0894181	0.178651
LOC100144602	0.0965247	0	0	0.0654879	0.0942714	0.376785
LOC100144603	2.03406	1.02663	1.44606	3.44184	3.16693	2.78119
LOC100144604	0	0.0520896	0.12654	0.0840768	0.060545	0.120791
LOC100169752	0	0	0.166157	0.331892	0.159121	0
LOC100188947	4.1151	2.70461	7.91876	4.27547	11.812	9.24831
LOC100190940	0.410073	0.398355	1.06922	0.714558	1.14086	1.23761
LOC100190986	26.6832	18.8828	31.7	20.1586	40.7209	48.1848
LOC100192426	0.415985	0	0	0.140778	0	0
LOC100216479	1.92631	1.32708	4.094671	2.45473	3.611376	5.319208
LOC100216545	6.16057	4.71864	8.74448	4.39512	9.59459	10.2886
LOC100216546	0.788915	0.507392	1.03078	0.947732	1.53757	1.42567
LOC100240734	0	0.235533	0.85014	1.70271	1.35753	2.1871
LOC100240735	1.69544	0.987378	2.79049	1.14947	4.70723	2.29193
LOC100268168	1.24765	1.16967	1.99979	1.35555	2.799942	2.60146
LOC100270679	0.369637	0	0.751411	0.500528	0.179945	0.721948
LOC100270746	0.124627	0.104837	0.12701	0.084504	0	0
LOC100270804	0.413642	0.0900992	0.821066	0.218177	0.785655	0.417813
LOC100271702	0.0454732	0	0.139499	0.0308848	0.0444917	0.177386
LOC100271722	0.546218	0.172321	1.18576	1.11242	3.53774	1.06569
LOC100271832	0.0801387	0.134836	0.0818266	0.108779	0.0783132	0.312755
LOC100271836	14.0845	9.69583	23.8634	11.9926	27.4395	28.9046
LOC100272216	18.2585	11.7657	20.4056	16.5985	18.1561	15.3841
LOC100272217	1.17794	0.562253	1.0319	1.27336	2.10991	2.58791
LOC100272228	0.594115	0.322981	0.880407	0.311032	0.854609	1.4359
LOC100286793	15.4117	13.1428	21.5155	16.7923	25.3917	29.3578
LOC100286922	0	0	0	0	0	0
LOC100287010	0	0	0	0	0	0.206791
LOC100287015	5.90401	3.68796	6.49312	4.9258	7.74417	7.61077
LOC100287036	0.470048	0.474512	0.863396	0.318925	0.826409	0.183478
LOC100287042	4.01758	3.13662	4.40352	4.40823	6.5073	8.30245
LOC100287072	0.101461	0.0863485	0.216982	0.034617	0.0507007	0.40588
LOC100287177	5.39526	4.57266	6.51264	4.59346	11.8466	8.65277
LOC100287225	0.8842886	0.651434	1.0806306	0.5643024	1.0312923	0.864356
LOC100287314	1.51672	1.17055	1.84348	1.25273	1.55005	3.13213
LOC100287534	14.1262	13.3259	6.14016	3.4922	2.0975	2.50327
LOC100287632	0.173996	0	0	0	0.338944	0
LOC100287704	0.00130605	0.00496831	0.000527812	0.45625	0.00647023	0.00307195
LOC100287792	1.60491	1.10208	2.29143	1.81145	3.28251	3.03968
LOC100287834	1.54809605	1.78694831	1.180157812	0.45625	1.87856023	2.26652195
LOC100287846	1.17942	0.951783	2.19144	1.4952	2.33446	3.15948
LOC100287879	0	0.0425252	0.0516769	0	0.0494471	0.394383
LOC100287944	0.299174	0.387447	0.286713	0.376167	0.44765	0
LOC100288069	3.95722	3.53927	4.74472	3.54353	7.36855	7.16335
LOC100288079	0	0	0	0.383073	0.183616	0.368365
LOC100288122	0.0992564	0	0.152219	0.101112	0.0485499	0.0968026
LOC100288123	1.09556	1.84335	2.4363	1.53133	2.39443	2.4632
LOC100288181	0.0363813	0.0636527	0.211557	0.0370859	0.0960253	0.0354672
LOC100288198	0.577354	0.637856	1.03787	0.590529	2.05158	2.11724
LOC100288255	0.198408	0.131036	0.304192	0.241283	0.473441	1.01957
LOC100288346	1.20862	2.18498	2.66723	0.842115	4.06773	1.68386
LOC100288432	1.48944	1.50432	3.01512	0.201374	1.73327	0.582169
LOC100288524	0	0	0	0	0.344247	0
LOC100288570	0	0	0	0	0	0
LOC100288637	3.325482	2.612306	2.376877	1.629004	4.829916	5.136081601
LOC100288748	0.698372	0.522686	1.11072	1.34564	1.82985	2.67219
LOC100288778	18.3317	16.0871	6.41946	4.80959	14.1556	28.1988
LOC100288814	0	0	0.199435	0	0	0
LOC100288842	0.446308	0.375467	0.905774	1.05694	0.867833	0.871954
LOC100288846	0.904486	0.345868	1.09136	1.39509	0.241041	0.32091
LOC100288911	0	0	0	0.116841	0	0
LOC100288974	0.29953	0.125915	1.34629	0.300566	0.429709	0.286912
LOC100289019	3.29714	2.07492	3.66286	2.8392	4.67624	5.53016
LOC100289092	8.34354	7.387111	9.427315	9.611778	5.46868405	7.22766
LOC100289137	0.159305	0	0.529558	0.270527	0.155898	0.388367
LOC100289187	0.30874829483	0.4328799815	0.9390757	0.2094432576	0.6029380231	0.398114
LOC100289230	1.44683	0.681634	2.07019	1.21819	2.39136	2.03214
LOC100289341	3.97263	3.76188	6.99368	4.44817	8.26359	9.98231
LOC100289361	0.820231	0.172494	0.208242	0.555146	0.399057	0
LOC100289473	1.96605	2.61846	4.16731	2.21976	4.15049	4.79972
LOC100289495	2.07433	1.33544	3.2282	1.65386	3.2539	4.09306
LOC100289509	0.481289	0	0	0.326371	0.46966	0
LOC100289511	3.56677	3.10233	5.57929	2.97992	6.46397	6.86559
LOC100289561	0.435982	0.739239	0.872931	0.626025	1.25274	0.616269
LOC100289650	0	0.0975438	0.533248	0.157456	0.340178	0.90473
LOC100289656	0.271444	0.115206	0.46719	0.627016	0.536241	0.573944
LOC100289673	0	0	0	0.0603651	0	0
LOC100292680	0.385147	0.400346	1.08421	0.438499	0.676994	0.80457
LOC100294145	7.45665	5.698646	8.03381	7.26927	12.12293	10.96299
LOC100294362	0.898411	0.748395	1.00569	0.65109	1.81889	2.31898
LOC100302640	0	0	0	0	0	0.417531
LOC100303749	2.2147	1.1976	2.57582	2.03658	3.85414	4.63406
LOC100335030	0.732867	0.65967	1.60639	0.971747	1.26796	1.66335
LOC100379224	2.93967	1.86193	5.12978	3.46142	6.32914	7.09942
LOC100422737	0	0	0.164172	0	0.0785618	0
LOC100498859	1.37632	0.77182	0.622648	1.13993	1.63965	0.895892
LOC100499183	0.117114	0.0985186	0	0.158845	0.342892	0
LOC100499194	0.184889	0.038887	0.236321	0.206314	0.467591	0.631084
LOC100499227	0	0	0	0.0668261	0	0
LOC100499405	0.993865	0.472572	1.10471	0.616322	1.31072	1.34826
LOC100499484	0.457452	0.730676	0.607387	0.839941	0.866016	1.26125
LOC100499484-C9ORF174	0.552737	0.2437969	0.99664200265871	0.43353752	0.8843472	0.896736
LOC100499489	1.74427	1.39589	1.60984	1.64711	3.33034	3.89984
LOC100500773	0	0	0.0836113	0.0555779	0.160045	0.159804
LOC100505474	0	0	0	0.0782346	0	0
LOC100505478	0	0	0.171101	0.56967	0.491585	0.328522
LOC100505495	1.32211	0.938604	1.92225	1.07039	1.95178	1.53155
LOC100505540	0	0	0	0	0	0
LOC100505545	0.192132	0	0.0980224	0	0	0
LOC100505549	2.38759	2.15127	3.60352	1.90399	4.59928	3.24056
LOC100505619	0	0	0	0	0	0
LOC100505622	2.36799	0.306432	2.40737	0.493337	4.07941	1.42317
LOC100505624	0.157181	0.250906	0.784798	0.413787	0.760059	0.56384
LOC100505633	0.698129	0.700366	0.942882	0.681574	1.26374	1.38338
LOC100505648	5.81052	2.69133	9.35442	3.8358	11.915	11.0931
LOC100505658	0.94712	0.833041	1.54096	0.789511	1.39013	1.25949
LOC100505659	2.28566	1.25713	3.56372	2.91446	3.12975	4.30867
LOC100505666	1.040454	0.4133486	0.666674	0.335018	0.424023	0.186784
LOC100505676	0.457956	0.194549	0.512664	0.327639	0.466484	1.00734
LOC100505679	0.784794	0.341148	2.73311	0.627092	1.39336	0.707666
LOC100505687	4.28434	4.697663	5.711359	7.06794	5.26551	5.15969
LOC100505695	0.623978	0.262437	0.476298	0.574282	1.21628	1.218545
LOC100505702	98.47151627998	102.4712262148	88.975341653427	96.8536795587	100.499689524	157.4639083629
LOC100505715	0.686366	0.288721	0.552289	0.554989	1.83516	1.36177
LOC100505716	1.17374	0.9016	1.82601	0.935721	2.34628	2.58811
LOC100505718	0	0	0	0	0.132581	0
LOC100505738	0.259567	0.354867	0.597543	0.374729	0.666962	0.759278
LOC100505761	13.50494	7.12925	21.47972	11.17162	31.5984	20.93012
LOC100505768	0	0.224934	0.136203	0.453188	0.130406	0
LOC100505776	0.753289	0.755459	1.45131	0.90314	1.34741	2.9935
LOC100505782	0.597299	0.418758	0.865118	0.676069	0.633011	0.776711
LOC100505783	4.908204	2.214167	3.81787	2.774781	5.520697	4.64135
LOC100505795	0	0.139131	0.0563468	0	0.0539173	0.3226
LOC100505806	0	0	0.0760546	0.0505467	0	0
LOC100505812	2.6417	3.16202	4.74111	3.91218	8.30397	7.95784
LOC100505817	2.64641	1.01714	2.53426	2.14004	4.31989	2.94174
LOC100505835	0.889288	0.420836	0.568107	0.301932	1.14159	0.676362
LOC100505839	1.06756	0.718508	1.20042	0.688705	1.72297	1.87419
LOC100505841	0	0	0	0.219316	0.943536	0
LOC100505865	2.32651	1.73962	1.31697	1.31446	0.126088	0.757122
LOC100505875	0	0.0965052	0	0	0.447882	0
LOC100505876	6.05673	5.624507	6.870068	5.695478	9.76149	10.22441
LOC100505912	0.133875	0.225232	0.681911	0.181515	0.652892	1.04568
LOC100505918	0.0874433	0.0367834	0.134136	0.0890889	0.171122	0.0852749
LOC100505933	0.216143	0	0.209525	0.155139	0.22198	0.725608
LOC100505964	0.0441999	0	0.0904004	0.120083	0.0864956	0.258625
LOC100505978	0	0	0.140454	0.3739	0.268961	0.269285
LOC100505989	2.12913	1.31493	2.32905	1.76025	2.76757	3.27043
LOC100506013	0.817142	0.700361	0.973884	0.83257	1.35171	2.07181
LOC100506023	5.59605	2.728	8.19076	6.78737	11.2201	14.8394
LOC100506025	0.0951434	0.0800446	0.194565	0.129235	0.0465414	0.20288
LOC100506035	0.938182	0.569596	1.01011	0.747509	2.10976	1.49897
LOC100506050	0.123729	0.0676669	0.124713	0.214528	0.0751771	0.226992
LOC100506054	6.053966	6.409878	7.62724	5.727929	8.77413	8.243066
LOC100506060	5.17844	3.08399	5.48218	4.95016	7.59207	7.80915
LOC100506071	0.0792101	0	0.153031	0.0458018	0	0.279178
LOC100506082	0	0	0	0.429042	0	0
LOC100506083	1.42828	0.53218	1.36833	0.767009	1.43408	2.65172
LOC100506085	0.591074	0.202736	0.921498	0.575423	0.921351	1.18931
LOC100506100	8.83969	7.05521	10.1185	8.58768	11.0169	14.1709
LOC100506122	0.122112	0.256828	0.561534	0.207274	0.358231	0.476443
LOC100506123	8.71581	5.30428	12.98361	8.8178	15.2029	18.94849
LOC100506124	0.20693	0.290142	0.352314	0.327774	1.01148	0.40373
LOC100506134	0.902626	0.55215	1.10124	0.244498	2.636865	1.76303
LOC100506136	0.0698348	0.235002	0.142674	0.14222	0.204806	0.272505
LOC100506172	0	0.070964	0.0861156	0.172584	0.0827899	0
LOC100506178	0.0438545	0.0368952	0.0448477	0.0297865	0.0429104	0.342137
LOC100506190	4.07232	2.70782	5.76255	5.17832	6.55343	8.6887
