Coculture_t24h_Donor1_IL-15-1ng-mL	Coculture_t24h_Donor1_IL-15-1nM	Coculture_t24h_Donor1_IL-15-Monalizumab	Coculture_t24h_Donor1_Mabkine	Coculture_t24h_Donor1_Monalizumab	Coculture_t24h_Donor2_IL-15-1ng-mL	Coculture_t24h_Donor2_IL-15-1nM	Coculture_t24h_Donor2_IL-15-Monalizumab	Coculture_t24h_Donor2_Mabkine	Coculture_t24h_Donor2_Monalizumab	Coculture_t24h_Donor3_IL-15-1ng-mL	Coculture_t24h_Donor3_IL-15-1nM	Coculture_t24h_Donor3_IL-15-Monalizumab	Coculture_t24h_Donor3_Mabkine	Coculture_t24h_Donor3_Monalizumab
MIR216A	0	0	0	0	0	0	0	0	0	9.83136	0	0	0	0	0
MIR216B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR217	0	0	0	2.62322	0	0	0	0	0	0	0	0	0	0	0
MIR218-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2277
MIR218-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR219-1	0	0	0	0	7.34742	0	0	15.5648	0	0	6.81576	0	0	2.97572	0
MIR219-2	0	0	0	0	0	0	0	0	0	6.37921	0	0	0	0	0
MIR22	0	0	0	0	0	8.65407	0	0	0	0	0	0	0	0	0
MIR221	0	0	0	18.3626	0	13.1806	6.88997	0	5.92901	4.91568	0	0	0	0	0
MIR222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR223	2.94906	0	0	2.62322	0	0	0	0	0	0	6.81576	0	0	0	4.74258
MIR2276	4.65496	8.41132	0	0	0	0	11.0749	0	4.79374	0	0	0	6.80634	4.75049	0
MIR2277	0	0	0	0	0	0	0	0	2.43934	0	0	0	0	0	0
MIR2278	0	0	0	0	0	0	0	4.27257	0	0	0	5.29252	0	0	0
MIR22HG	2.980307	0.938749	0.585358	0.151203	2.62797800423936	3.052046	0.964234	0.689061	0.874457	2.848086	2.832474	1.095611	1.115124	0.97658	1.818633
MIR2355	0	0	0	0	0	0	5.85409	0	0	0	0	0	0	0	0
MIR2392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR23A	7.63755	13.5976	9.21204	6.81137	0	0	8.82409	8.18519	8.09931	25.1411	0	0	0	15.0929	11.9306
MIR23B	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8944	0
MIR23C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR24-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR24-2	15.2751	0	9.21204	0	0	0	0	16.3704	8.09931	12.5705	0	0	0	0	0
MIR2467	12.0684	0	0	5.32834	0	0	6.99542	12.4739	0	0	0	0	0	5.96753	0
MIR25	134.885	186.262	171.05	203.724	80.63	168.391	135.759	127.91	129.057	88.8615	49.5781	166.84	157.719	141.976	118.846
MIR2681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR2682	0	0	0	0	0	0	0	0	0	0	6.96606	0	0	0	0
MIR26A1	6.68347	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR26A2	0	0	13.1577	0	0	0	0	0	0	0	0	0	0	0	8.48903
MIR26B	0	0	0	0	0	0	0	0	0	21.8887	0	0	9.79453	0	0
MIR27A	6.48685	0	15.6656	0	30.6226	14.229	0	0	6.66794	21.1646	0	8.75713	0	0	9.86806
MIR27B	0	0	0	10.3987	9.67015	0	0	0	0	0	0	0	0	0	0
MIR2861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR2909	0	0	21.5949	0	0	18.4412	0	0	0	0	0	0	0	0	41.0136
MIR296	0	0	0	5.47647	0	0	0	0	0	0	0	0	0	0	0
MIR2964A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR298	4.78467	0	0	0	0	0	0	0	0	0	0	0	0	0	7.58153
MIR299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR29A	0	0	0	0	24.4939	0	0	0	0	0	0	0	0	0	0
MIR29B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR29B2	0	0	0	0	0	13.1362	0	0	0	9.65966	0	0	0	0	0
MIR29C	0	0	0	0	11.8467	0	0	5.21198	0	7.97381	0	0	0	0	30.3261
MIR300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR301A	0	9.16732	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR301B	6.48685	0	0	0	15.3113	0	0	0	0	0	14.4009	0	9.39083	0	9.86806
MIR302A	34.2419	0	0	7.63143	21.1528	0	0	9.63265	0	0	0	0	0	0	13.6712
MIR302B	22.9127	13.5976	9.21204	0	0	0	0	8.18519	16.1986	0	0	0	11.4729	0	0
MIR302C	8.84499	16.3404	0	7.95273	0	0	0	0	0	0	62.0625	0	0	9.42778	0
MIR302D	0	0	0	7.95273	0	18.8218	10.8315	0	0	0	0	0	0	0	0
MIR302F	0	0	19.1293	0	0	0	0	20.8573	0	29.5986	0	19.2787	0	0	0
MIR3064	1090.73	505.164	267.992	480.187	702.286	677	357.564	160.2	430.235	843.66	598.472	233.264	405.677	399.651	630.463
MIR3065	0	0	0	0	0	0	0	0	0	10.3088	0	0	0	0	0
MIR3074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR30A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR30B	0	0	0	0	0	0	0	0	0	0	0	0	0	19.4324	0
MIR30C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR30C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR30D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR30E	0	0	0	0	0	0	5.11106	0	0	0	10.0504	0	0	0	0
MIR31	0	0	0	0	19.5378	0	0	0	0	0	0	11.3398	0	0	0
MIR3115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3119-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1157
MIR3119-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1157
MIR3120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3122	0	0	9.21204	0	0	16.4857	0	0	0	0	0	0	0	0	0
MIR3123	0	0	0	0	0	0	0	0	0	0	0	0	0	7.03479	0
MIR3124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3125	0	11.5274	0	0	0	0	0	0	0	0	0	0	0	12.8479	9.86806
MIR3126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3127	0	0	0	0	0	0	0	7.38108	0	0	30.7212	0	0	0	0
MIR3128	9.40285	17.4195	0	33.6974	22.6544	0	0	21.36	22.0633	16.2242	0	13.7214	0	30.7424	30.0221
MIR3129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3130-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3130-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3131	10.5415	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3134	0	0	0	0	0	0	0	0	0	14.47	0	0	0	0	0
MIR3136	6.48685	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3140	18.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3141	0	0	0	0	28.3432	0	0	0	0	0	0	0	0	0	0
MIR3142	0	10.3025	0	0	0	12.6886	0	0	0	0	0	0	42.0862	5.77729	0
MIR3143	73.7907	38.7309	0	37.7239	25.7146	22.0177	0	11.7916	12.7499	18.0472	0	0	0	10.9998	0
MIR3145	5.79197	0	0	0	0	0	0	0	0	0	0	0	0	5.77729	0
MIR3146	0	0	0	0	0	0	0	0	0	0	0	0	18.389	0	0
MIR3147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3150A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3150B	0	0	0	0	0	0	0	5.50782	0	0	0	0	0	0	0
MIR3151	0	0	0	0	0	0	0	0	0	11.3342	0	9.42251	0	0	0
MIR3152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3153	0	0	0	0	0	0	6.79569	0	0	0	0	7.71507	0	0	0
MIR3154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3155A	57.9197	20.605	14.0363	20.66	0	0	33.9785	6.09703	5.95255	0	0	7.71507	16.8345	5.77729	54.4188
MIR3155B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3156-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3156-2	0	0	0	0	0	14.5032	0	7.13338	0	0	0	0	0	0	0
MIR3156-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3158-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3158-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3160-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3160-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3162	0	0	0	0	0	0	0	0	0	18.7675	26.1174	0	0	0	0
MIR3165	0	0	0	0	0	0	0	0	0	0	0	0	0	7.03479	0
MIR3167	0	0	0	0	0	11.7061	0	0	0	0	0	0	0	0	0
MIR3169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3173	26.535	0	0	7.95273	21.4647	37.6437	21.663	9.86879	0	0	20.6875	0	14.1088	0	28.1823
MIR3175	0	0	16.1849	5.9624	0	29.0065	0	7.13338	0	0	14.9508	9.08877	9.79453	13.2776	10.1858
MIR3176	0	0	5.48326	8.2824	22.5707	0	16.1674	4.92791	0	7.56853	10.6027	0	19.9221	4.63654	0
MIR3177	5.79197	0	0	0	14.088	0	0	0	0	9.38376	13.0587	0	8.41724	5.77729	9.06981
MIR3178	10.7908	0	0	4.85058	0	0	0	5.81409	5.61117	0	24.7891	14.5079	0	5.46061	0
MIR3179-1	1.798464	0	4.38588	1.616859	0	12.02796	2.1549	0	1.870392	5.9241	0	2.417976	0	1.820202	0
MIR3179-2	1.798464	0	4.38588	1.616859	0	12.02796	2.1549	0	1.870392	5.9241	0	2.417976	0	1.820202	0
MIR3179-3	1.798464	0	4.38588	1.616859	0	12.02796	2.1549	0	1.870392	5.9241	0	2.417976	0	1.820202	0
MIR3180-1	0	0	0	0	5.19345	0	0	0	0	0	0	2.774586	0	0	0
MIR3180-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3180-3	0	0	0	0	5.19345	0	0	0	0	0	0	2.774586	0	0	0
MIR3180-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3180-5	1.46557	0	0	0	0	0	0	0	0	0	0	0	2.06496	0	0
MIR3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3183	5.39539	9.80324	19.7365	9.70116	26.8767	0	6.4647	0	5.61117	8.88615	0	0	0	0	16.9781
MIR3184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3186	0	0	6.35933	0	13.0547	0	0	5.67326	0	0	0	0	7.66773	0	0
MIR3187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3188	0	9.48982	0	9.40599	0	0	0	5.67326	0	0	0	0	7.66773	0	0
MIR3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3190	24.6699	0	14.77	0	0	0	0	6.44627	6.30312	0	0	0	17.9297	0	0
MIR3191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3193	0	0	36.2091	0	0	0	0	0	0	0	0	0	0	0	0
MIR3194	0	0	0	0	0	16.4857	0	0	0	0	0	0	0	0	0
MIR3196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3198-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3198-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98224
MIR3199-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3199-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR31HG	0.118301	0.0684793	0	0	0	0	0.0945611	0	0	0.0619239	0	0.102424	0	0	0.0621489
MIR32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3202-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3202-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR320A	0	20.605	42.109	5.165	0	12.6886	0	6.09703	0	9.38376	0	15.4301	0	0	0
MIR320B1	0	0	0	0	0	0	0	0	0	0	14.0101	8.52049	0	0	0
MIR320B2	0	0	0	0	0	0	0	1.91558	0	0	12.5181	0	0	1.82664	0
MIR320C1	0	0	5.80111	4.32844	0	10.6987	0	0	0	0	11.1524	0	0	0	0
MIR320C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR320D1	42.8519	99.8552	50.2059	80.7003	36.847	0	74.3637	0	46.9433	0	70.1602	0	0	0	71.3468
MIR320D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR320E	69.1314	23.0017	17.9762	50.2486	36.2048	33.0417	52.7156	38.0795	69.6475	73.4357	31.2941	125.438	0	29.5803	19.6548
MIR323A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR323B	0	0	0	20.66	0	0	0	0	0	0	0	0	0	0	0
MIR324	0	10.0748	6.7774	0	13.6965	12.377	0	11.9543	5.80097	18.2755	0	7.47308	16.3436	0	17.6391
MIR326	0	22.0547	4.87695	0	0	8.94317	4.75835	0	0	0	18.7529	5.42568	5.87551	0	25.6598
MIR328	0	0	0	0	0	0	8.2586	0	0	0	0	0	0	0	0
MIR329-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR329-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR330	0	0	0	0	10.3869	9.14567	0	9.01289	0	0	0	5.54917	0	0	6.54241
MIR331	0	0	0	0	0	0	0	0	0	6.88358	38.2018	0	0	0	0
MIR335	8.24797	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR337	0	0	0	0	0	0	0	0	0	0	9.80593	0	0	4.31338	0
MIR338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR339	4.12398	7.54201	5.02026	0	0	0	9.76849	4.50644	0	6.88358	0	5.54917	0	12.6022	0
MIR33A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6712
MIR33B	0	0	0	0	0	17.4352	0	4.27257	0	0	0	0	0	0	12.5326
MIR340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR345	0	0	0	0	0	0	8.90198	0	0	0	0	0	0	0	0
MIR346	0	0	0	0	0	0	0	0	4.11244	0	0	0	0	0	0
MIR34A	0	0	0	0	0	0	0	6.2259	0	9.83136	0	0	0	0	9.48517
MIR34B	0	0	0	0	0	12.028	0	0	0	0	0	0	0	0	0
MIR34C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3605	0	0	0	0	0	0	0	0	0	0	0	0	0	7.29271	0
MIR3606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3607	12.6337	0	15.194	5.63949	15.0755	0	7.34646	0	6.46552	0	14.0101	0	0	0	0
MIR3609	12.3349	10.8754	7.38499	0	14.6736	0	0	0	0	0	0	0	0	0	0
MIR3610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3612	0	0	0	0	0	10.9799	0	0	0	0	0	0	0	0	0
MIR3613	9.81876	0	5.97011	0	0	0	0	0	0	0	0	0	0	0	0
MIR3614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3616	0	0	0	0	0	0	0	4.71891	0	0	0	5.85991	0	8.88393	0
MIR3618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3619	0	0	6.7774	0	13.6965	0	0	0	0	9.13775	0	0	0	0	0
MIR362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3620	6.31683	0	0	11.279	0	0	0	0	0	0	0	17.041	0	12.4799	0
MIR3621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3622A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3622B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR363	0	0	8.65611	6.37403	0	0	8.2586	0	0	0	0	9.84777	0	21.1044	11.0272
MIR3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.48903
MIR3648	65.1408	154.366	120.904	93.2567	225.725	246.294	153.074	91.8453	82.9744	218.64	324.891	240.485	151.279	166.218	235.941
MIR3649	0	0	36.5444	0	0	0	0	0	0	0	0	0	0	0	0
MIR3650	0	21.0605	0	0	0	0	14.6252	0	0	0	0	0	0	0	0
MIR3651	36.1801	24.4729	25.9855	37.2708	22.5707	10.1741	21.5565	14.7837	9.32162	0	13.3323	8.41944	19.9221	23.1827	0
MIR3652	68.0581	96.9257	94.0345	101.577	6.48455	39.6473	0	53.6474	54.5477	9.57263	18.8522	25.6844	6.45324	0	19.1493
MIR3653	2.94906	0	0	5.24645	0	0	3.44498	0	2.9645	0	6.81576	3.89149	4.20854	0	0
MIR3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3659	0	0	0	0	0	0	0	0	0	0	8.51679	0	0	0	0
MIR365A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR365B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3660	7.20538	0	4.38563	6.42641	0	8.04572	0	3.8756	0	0	0	0	0	0	0
MIR3661	0	17.5545	0	0	0	0	6.63937	0	0	0	0	1.31375	0	0	0
MIR3662	8.03469	0	0	3.64496	0	0	0	0	0	0	0	0	0	0	0
MIR3663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3664	0	0	0	0	0	0	4.37263	0	0	0	0	0	0	0	0
MIR3665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR367	0	0	0	15.9055	21.4647	0	0	0	0	0	0	0	14.1088	18.8556	0
MIR3671	4.78467	0	0	0	0	21.3973	0	0	0	0	0	0	0	0	15.1631
MIR3675	0	0	0	0	0	0	0	0	0	0	16.65142	0	0	0	11.9306
MIR3676	0	9.48982	16.2298	0	8.65043	16.3808	15.7144	8.77955	0	0	0	3.68549	0	0	0
MIR3677	11.845	0	0	0	0	0	0	0	0	0	0	0	0	0	18.9062
MIR3678	0	0	0	3.72805	0	0	0	0	0	0	0	0	0	0	0
MIR3679	61.9149	16.3404	0	0	42.9293	75.2873	10.8315	19.7376	29.9485	44.801	62.0625	0	14.1088	18.8556	42.2735
MIR3680-1	34.5888	11.9395	57.388	0	17.3213	0	52.1921	20.8573	19.1991	14.7993	0	19.2787	23.6656	7.98808	46.4014
MIR3680-2	34.5888	11.9395	57.388	0	17.3213	0	52.1921	20.8573	19.1991	14.7993	0	19.2787	23.6656	7.98808	46.4014
MIR3682	5.39539	0	0	4.85058	13.4383	0	0	0	5.61117	0	0	0	0	0	0
MIR3684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9604
MIR3687	239.161	248.168	425.682	324.426	850.297	652.014	562.616	347.074	294.52	528.03	1379.42	971.27	421.703	298.7	873.79
MIR3688-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3688-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3689A	0	0	0	0	0	0	0	0	0	0	0	8.75713	0	0	0
MIR3689B	0	0	0	0	0	0	0	0	0	0	7.23658	0	0	0	5.21448
MIR3689C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3689D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3689D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3689E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3689F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR369	0	0	0	0	0	0	0	0	0	13.8923	0	0	0	0	0
MIR3690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3691	0	0	0	4.1412	0	0	5.38914	0	0	0	0	0	0	0	0
MIR3692	8.56048	0	10.7974	0	0	18.4412	0	0	0	0	0	0	0	0	0
MIR3714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR371A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR371B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR372	0	0	0	0	0	0	0	0	0	0	0	0	0	9.81742	0
MIR373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR374A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR374B	0	0	0	0	0	0	0	0	0	0	17.8149	0	0	0	0
MIR374C	8.34043	0	0	0	0	53.5032	0	0	0	0	0	0	0	0	0
MIR375	0	18.9912	0	9.0797	0	0	0	0	0	0	0	0	0	0	0
MIR376A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR376A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR376B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR376C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR377	0	0	10.7974	0	0	0	10.5481	0	0	0	0	0	0	0	0
MIR378C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR378D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR378D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR378E	6.31683	0	0	0	15.0755	0	0	0	0	30.9263	0	8.52049	0	0	19.2994
MIR378F	0	0	0	0	0	0	0	6.9446	0	0	0	0	9.39083	0	0
MIR379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR380	11.3886	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0272
MIR382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3907	0	0	0	0	0	0	0	0	0	0	0	0	2.12068	0	2.49682
MIR3908	8.81217	4.04711	7.97331	5.79786	0	19.9732	7.64886	0	6.67295	14.6015	5.07795	5.75265	6.21804	4.44333	10.7441
MIR3909	0	0	3.00424	0	18.6056	5.57467	0	0	0	0	0	0	3.52299	2.5203	0
MIR3910-1	0	5.25371	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3910-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3911	0	0	0	0	7.46894	0	0	0	0	0	0	3.96876	8.60622	0	0
MIR3912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3913-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3913-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3914-1	0	6.7119	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3914-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3916	16.4959	22.626	0	22.3683	41.5476	18.2913	24.4212	45.0644	12.7164	34.4179	28.6513	16.6475	12.0509	21.0037	71.9665
MIR3917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3918	0	0	6.96384	21.3135	0	6.23427	0	30.2747	0	18.5043	0	0	0	0	0
MIR3919	0	0	0	4.21333	0	0	0	0	0	0	0	0	0	0	0
MIR3920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3922	0	0	0	0	13.4383	0	0	0	0	0	0	0	0	0	0
MIR3924	12.0684	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3925	0	0	0	0	0	0	7.72151	0	0	0	0	0	0	0	0
MIR3926-1	7.63755	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3926-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3939	44.8462	11.5697	46.1557	36.7634	0	0	0	0	0	0	0	25.2355	36.6409	6.43852	5.09211
MIR3940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3941	0	0	0	0	0	7.55724	7.99438	3.62772	3.43565	5.63575	0	0	0	6.84654	16.1277
MIR3942	0	5.45161	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3944	0	0	0	0	0	0	0	0	0	0	0	4.03951	0	0	0
MIR3945	0	0	0	0	0	0	0	0	3.81699	0	0	0	0	0	0
MIR3960	0	0	0	0	0	0	0	4.82204	0	0	0	6.02448	0	0	0
MIR3973	0	0	0	0	0	0	0	0	3.15788	0	0	0	0	0	0
MIR3974	0	0	0	3.55207	0	8.71761	0	0	4.03173	0	0	0	0	0	0
MIR3975	8.34043	15.2507	0	0	20.5088	0	0	0	0	27.7846	0	0	0	0	0
MIR3976	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79897	0
MIR3977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3978	0	0	0	0	0	0	0	0	3.60497	0	0	0	0	0	0
MIR409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR412	0	8.03776	0	4.0253	0	0	0	0	0	0	0	0	0	0	7.07799
MIR421	73.175	0	0	4.70299	52.2188	11.7061	0	5.67326	0	51.7987	24.0029	0	0	5.27396	41.157
MIR423	0	0	0	0	0	9.14567	0	0	12.7164	0	0	0	0	0	13.0848
MIR424	0	0	0	0	0	0	0	0	3.81699	0	0	0	0	0	0
MIR425	39.275	35.3795	0	35.5012	36.6327	0	0	16.0067	5.08039	57.2565	0	39.8454	0	9.92096	23.3384
MIR4251	0	0	0	10.1383	0	24.1487	0	0	0	0	0	0	0	0	0
